"STATION","DATE","PRCP","SNOW","TMAX","TSUN","WSFG"
"USW00014943","2016","32.28","38.9","63.3",,
"USW00014943","2017","29.70","30.4","62.1",,
"USW00014943","2018","37.78","43.1","57.8",,
"USW00014943","2019","33.91","35.0","57.3",,
"USW00014943","2020","20.10","40.0","61.4",,
"USW00014943","2021","23.00","25.5","62.4",,
"USW00014943","2022","15.35","11.0","62.5",,
"USW00014943","2023","27.63","31.1","62.6",,
"USW00014943","2024",,,,,
"USW00014942","1948","30.32","64.6","62.0",,
"USW00014942","1949","30.52","34.1","61.5",,
"USW00014942","1950","28.06","28.9","59.3",,
"USW00014942","1951","40.63","35.6","57.6",,
"USW00014942","1952","31.20","38.7","61.8",,
"USW00014942","1953","18.47","17.6","64.4",,"66.0"
"USW00014942","1954","25.03","8.4","64.7",,"63.1"
"USW00014942","1955","21.35","23.8","62.8",,"62.2"
"USW00014942","1956","23.30","20.1","63.6",,"64.4"
"USW00014942","1957","34.48","40.6","61.0",,"62.2"
"USW00014942","1958","28.28","22.9","61.2",,
"USW00014942","1959","39.51","31.9","60.6",,
"USW00014942","1960","33.22","51.2","59.4",,
"USW00014942","1961","37.87","42.4","60.3",,
"USW00014942","1962","30.74","37.0","60.6",,
"USW00014942","1963","25.09","37.4","62.8",,
"USW00014942","1964","35.70","27.0","63.3",,
"USW00014942","1965","44.87","50.2","61.8","   158322",
"USW00014942","1966","22.74","19.3","62.4","   185766",
"USW00014942","1967","30.52","17.2","62.7","   168792",
"USW00014942","1968","33.72","19.1","62.1","   179670",
"USW00014942","1969","30.26","46.0","59.7","   170454",
"USW00014942","1970","27.29","14.1","62.9","   169284","62.2"
"USW00014942","1971","27.63","48.8","62.4","   167058","64.4"
"USW00014942","1972","35.60","27.2","60.2","   158286","60.8"
"USW00014942","1973","38.39","37.6","61.5","   153294","60.8"
"USW00014942","1974","20.23","32.5","63.0","   173124","52.8"
"USW00014942","1975","24.02","51.4","62.9","   163530","60.8"
"USW00014942","1976","18.37","17.9","64.8","   173754",
"USW00014942","1977","42.85","23.7","64.1",,
"USW00014942","1978","32.11","32.4","59.6",,
"USW00014942","1979","26.89","21.7","59.7",,
"USW00014942","1980","30.35","19.7","60.9",,
"USW00014942","1981","22.35","14.5","62.3",,
"USW00014942","1982","31.33","20.3","58.1",,
"USW00014942","1983","27.09","47.8","58.3",,
"USW00014942","1984","33.15","24.4","59.2",,
"USW00014942","1985","21.20","23.3","58.1",,
"USW00014942","1986","37.23","15.3","61.4",,
"USW00014942","1987","41.34","24.3","64.5",,
"USW00014942","1988","19.34","12.1","64.1",,
"USW00014942","1989","23.82","23.1","61.6",,
"USW00014942","1990","26.32","27.2","63.9",,
"USW00014942","1991","37.56","31.8","62.7",,
"USW00014942","1992","34.72","21.7","61.8",,
"USW00014942","1993","42.76","33.2","58.3",,
"USW00014942","1994","26.54","29.1","62.4",,
"USW00014942","1995",,,,,
"USW00014942","1996",,,,,
"USW00014942","1997","29.70",,"60.5",,
"USW00014942","1998","39.74",,"62.6",,
"USW00014942","1999","38.72",,"63.4",,
"USW00014942","2000","27.13","30.0","62.9",,
"USW00014942","2001","28.70",,"62.9",,
"USW00014942","2002","26.07",,"63.0",,
"USW00014942","2003","23.29","35.7","61.7",,
"USW00014942","2004","33.84","43.1","61.8",,
"USW00014942","2005","23.45","28.5","63.8",,
"USW00014942","2006","29.09","13.3","64.3",,
"USW00014942","2007","39.10","37.5","62.2",,
"USW00014942","2008","36.57","19.5","59.9",,
"USW00014942","2009","27.93","44.1","60.0",,
"USW00014942","2010","35.02","27.5","61.4",,
"USW00014942","2011","28.73","34.4","61.8",,
"USW00014942","2012","22.63","20.2","67.4",,
"USW00014942","2013","29.04","31.9","60.9",,
"USW00014942","2014","39.17","17.6","61.0",,
"USW00014942","2015","44.54","24.9","63.7",,
"USW00014942","2016","34.65","16.4","65.4",,
"USW00014942","2017","26.44","11.9","64.8",,
"USW00014942","2018","36.85","23.4","61.6",,
"USW00014942","2019","39.96","47.4","60.5",,
"USW00014942","2020","17.68","32.9","63.8",,
"USW00014942","2021","33.23","34.4","64.7",,
"USW00014942","2022","22.58","14.9","63.8",,
"USW00014942","2023","25.00","12.5","64.9",,
"USW00014942","2024",,,,,
"USW00024090","1948",,,,,
"USW00024090","1949","13.55","34.2","59.1",,
"USW00024090","1950","15.90","68.6","56.4",,
"USW00024090","1951","14.78","23.1","55.9",,
"USW00024090","1952","11.26","15.2","60.8",,
"USW00024090","1953","16.28","54.6","61.3",,
"USW00024090","1954","15.33","44.8","61.9",,
"USW00024090","1955","15.57","39.9","59.2",,
"USW00024090","1956","14.53","45.6","60.1",,
"USW00024090","1957","19.37","33.6","57.7",,
"USW00024090","1958","16.11","35.5","60.2",,
"USW00024090","1959","14.65","41.4","59.6",,
"USW00024090","1960","11.26","31.4","60.3",,
"USW00024090","1961","9.98","24.3","61.4",,
"USW00024090","1962","22.54","21.9","59.8",,
"USW00024090","1963","19.81","50.9","61.9",,
"USW00024090","1964","15.19","32.8","59.9",,
"USW00024090","1965","17.71","28.2","58.8","   155748",
"USW00024090","1966","20.43","56.5","57.9","   163950",
"USW00024090","1967","22.63","47.6","58.5","   161388",
"USW00024090","1968","18.51","32.7","58.3","   158532",
"USW00024090","1969","15.93","34.0","58.9","   161634",
"USW00024090","1970","17.90","77.1","58.0","   176610",
"USW00024090","1971","19.20","67.3","57.3","   171336",
"USW00024090","1972","17.24","23.3","56.8","   148644",
"USW00024090","1973","15.15","40.7","59.7","   164466",
"USW00024090","1974","9.15","15.4","62.5","   186324","60.8"
"USW00024090","1975","17.49","79.5","57.6","   186516","72.5"
"USW00024090","1976","15.24","30.0","60.9","   179214","82.8"
"USW00024090","1977","19.44","61.8","59.6","   183096","74.7"
"USW00024090","1978","15.63","37.6","56.3","   174234","68.9"
"USW00024090","1979","14.02","19.8","57.9","   170022","63.3"
"USW00024090","1980","17.20","41.8","60.8","   161268","65.5"
"USW00024090","1981","14.16","9.1","62.2","   185130","65.5"
"USW00024090","1982","26.01","34.8","56.2","   159696","67.8"
"USW00024090","1983","15.52","33.7","59.1","   164520","66.7"
"USW00024090","1984","15.24","41.8","60.4","   180571","72.5"
"USW00024090","1985","13.68","67.0","58.0","   170330","70.2"
"USW00024090","1986","21.47","47.8","59.0","   169394","63.3"
"USW00024090","1987","12.44","39.6","63.2","   187168","65.5"
"USW00024090","1988","10.95","34.2","63.7","   204201","67.8"
"USW00024090","1989","13.63","44.3","59.7","   178777","64.4"
"USW00024090","1990","16.49","29.6","62.0","   169815","65.5"
"USW00024090","1991","17.33","45.7","61.3","   192250","63.3"
"USW00024090","1992","13.55","36.5","60.7","   202342","71.4"
"USW00024090","1993","19.84","55.3","56.2","   213602","67.8"
"USW00024090","1994","10.54","48.4","61.7","   196335","72.5"
"USW00024090","1995","19.73","41.2","59.1","   190718",
"USW00024090","1996","19.39",,"55.9",,
"USW00024090","1997","20.68",,"58.7",,
"USW00024090","1998","21.95",,"60.0",,
"USW00024090","1999","19.52","31.1","62.0",,
"USW00024090","2000","15.04","36.2","60.6",,
"USW00024090","2001","14.30",,"61.3",,
"USW00024090","2002","10.31",,"61.1",,
"USW00024090","2003","11.02",,"61.2",,
"USW00024090","2004","13.18",,"61.6",,
"USW00024090","2005","14.45",,"62.4",,
"USW00024090","2006","11.76","43.4","63.2",,
"USW00024090","2007","12.63","23.2","63.1",,
"USW00024090","2008","20.56","54.6","58.2",,
"USW00024090","2009","18.69","82.8","57.2",,
"USW00024090","2010","19.25","31.7","58.6",,
"USW00024090","2011","19.45","76.4","58.7",,
"USW00024090","2012","11.42","16.8","65.4",,
"USW00024090","2013","21.72","100.6","58.9",,
"USW00024090","2014","21.56","55.1","58.2",,
"USW00024090","2015","25.26","43.7","61.8",,
"USW00024090","2016","13.29","31.1","63.0",,
"USW00024090","2017","11.33","29.7","61.9",,
"USW00024090","2018","25.70","73.5","57.4",,
"USW00024090","2019","28.46",,"54.7",,
"USW00024090","2020","12.89",,"61.8",,
"USW00024090","2021","16.40",,"62.1",,
"USW00024090","2022","16.11",,"60.9",,
"USW00024090","2023","19.66",,"61.2",,
"USW00024090","2024",,,,,
"USW00003928","1953",,,,,
"USW00003928","1954","14.54","1.0","72.3",,
"USW00003928","1955","23.80","8.9","68.8",,
"USW00003928","1956","12.77","13.7","70.6",,
"USW00003928","1957","37.19","6.6","65.3",,
"USW00003928","1958","31.68","33.5","66.1",,
"USW00003928","1959","33.61","15.3","66.6",,
"USW00003928","1960","36.80","33.6","65.3",,
"USW00003928","1961","39.28","23.3","65.3",,
"USW00003928","1962","32.57","22.7","67.6",,
"USW00003928","1963","28.11","8.6","69.0",,
"USW00003928","1964","34.22","7.2","68.9",,
"USW00003928","1965","38.99","6.9","68.8","   164964",
"USW00003928","1966","12.16","10.5","68.1","   177462",
"USW00003928","1967","23.46","14.7","67.6","   163524",
"USW00003928","1968","33.45","4.8","66.9","   172470",
"USW00003928","1969","34.20","16.9","65.5","   155838",
"USW00003928","1970","25.30","19.4","67.5","   171570",
"USW00003928","1971","29.61","21.3","66.7","   167904","81.6"
"USW00003928","1972","23.33","16.7","65.9","   162834","82.8"
"USW00003928","1973","41.98","28.9","66.4","   167412","73.6"
"USW00003928","1974","28.54","11.1","67.5","   177480",
"USW00003928","1975","29.66","35.9","66.6","   174594","67.8"
"USW00003928","1976","23.59","1.9","68.8","   205902","60.8"
"USW00003928","1977","35.80","3.6","69.7","   178080","63.3"
"USW00003928","1978","22.31","22.2","67.0","   173220",
"USW00003928","1979","28.73","22.0","66.0","   179814","60.8"
"USW00003928","1980","20.50","13.1","69.2","   187836","55.3"
"USW00003928","1981","27.69","3.9","69.1","   177564","67.8"
"USW00003928","1982","27.16","14.1","66.2","   179676","71.4"
"USW00003928","1983","36.70","42.0","64.0","   169674","58.6"
"USW00003928","1984","28.36","25.6","67.6","   172607","60.8"
"USW00003928","1985","33.65","11.4","65.6","   170225","62.2"
"USW00003928","1986","31.31","7.9","69.1","   175255","57.5"
"USW00003928","1987","38.57","44.6","68.4","   180486","63.3"
"USW00003928","1988","17.10","24.3","69.2","   198283","74.7"
"USW00003928","1989","34.70","5.6","67.0","   177655","73.6"
"USW00003928","1990","19.72","13.0","70.2","   192619","67.8"
"USW00003928","1991","26.78","3.9","70.0","   184045","82.8"
"USW00003928","1992","35.40","7.1","67.3",,"74.7"
"USW00003928","1993","33.14","15.1","64.8",,
"USW00003928","1994","24.88","1.2","68.4","   177229",
"USW00003928","1995","34.49","16.1","66.8",,
"USW00003928","1996","28.50","10.3","66.7",,
"USW00003928","1997","37.05","17.6","66.1",,
"USW00003928","1998","34.69","15.1","69.3","   152017",
"USW00003928","1999","45.48","15.9","69.0","   179281",
"USW00003928","2000","31.85","19.9","68.5","   176307",
"USW00003928","2001","24.52","3.6","69.7","   182596",
"USW00003928","2002","33.47","16.2","68.0","   169721",
"USW00003928","2003","32.61","21.8","67.6","   153367",
"USW00003928","2004","37.83","9.5","68.0","   151797",
"USW00003928","2005","36.74","13.4","69.0","   185897",
"USW00003928","2006","29.38","8.5","71.6","   194561",
"USW00003928","2007","37.99","24.6","68.0","   183058",
"USW00003928","2008","53.85","13.7","67.0","   166906",
"USW00003928","2009","37.58","13.0","67.5",,
"USW00003928","2010","28.19","11.2","69.1",,
"USW00003928","2011","26.09","17.7","70.9",,
"USW00003928","2012","25.03","5.1","73.9",,
"USW00003928","2013","40.47","30.9","67.6",,
"USW00003928","2014","25.61","25.7","68.5",,
"USW00003928","2015","42.04","12.8","70.6",,
"USW00003928","2016","50.62","5.6","72.1",,
"USW00003928","2017","33.85","0.0","70.9",,
"USW00003928","2018","30.83","5.7","69.6",,
"USW00003928","2019","42.13","8.5","68.0",,
"USW00003928","2020","27.99","10.7","69.6",,
"USW00003928","2021","30.58","12.9","70.0",,
"USW00003928","2022","30.56","20.2","70.7",,
"USW00003928","2023","30.79","9.6","71.2",,
"USW00003928","2024",,,,,
"USW00013893","1940","39.90","4.6","70.4",,
"USW00013893","1941","34.86","4.8","73.3",,
"USW00013893","1942","45.71","0.8","71.8",,
"USW00013893","1943","37.46","0.0","72.3",,
"USW00013893","1944","57.42","6.0","72.2",,
"USW00013893","1945","56.80","0.0","71.4",,
"USW00013893","1946","55.02","0.0","73.9",,
"USW00013893","1947","47.69","0.0","72.3",,
"USW00013893","1948","60.07","0.0","71.7",,
"USW00013893","1949","57.27","4.7","72.8",,
"USW00013893","1950","65.60","2.3","70.8",,
"USW00013893","1951","54.58","6.3","71.8",,
"USW00013893","1952","40.26","0.0","73.1",,
"USW00013893","1953","53.41","0.0","74.4",,
"USW00013893","1954","38.50","3.8","74.9",,
"USW00013893","1955","56.38","0.4","72.5",,
"USW00013893","1956","44.79","5.2","73.3",,
"USW00013893","1957","76.87","0.0","71.1",,
"USW00013893","1958","53.93","9.8","69.3",,
"USW00013893","1959","49.23","0.6","71.6",,
"USW00013893","1960","49.43","21.7","70.1",,
"USW00013893","1961","49.67","0.2","70.3",,
"USW00013893","1962","43.03","8.0","71.1",,
"USW00013893","1963","38.69","16.3","71.3",,
"USW00013893","1964","57.70","0.5","71.7",,
"USW00013893","1965","42.80","7.9","72.3","   172092",
"USW00013893","1966","41.25","13.0","69.7","   171396",
"USW00013893","1967","46.47","0.9","70.9","   165930",
"USW00013893","1968","51.87","23.8","70.2","   170856",
"USW00013893","1969","42.13","0.1","70.9","   165846",
"USW00013893","1970","50.01","4.5","70.7","   169260","72.5"
"USW00013893","1971","44.22","9.1","72.0","   182676","80.5"
"USW00013893","1972","58.90","0.4","70.4","   169920","57.5"
"USW00013893","1973","64.17","1.6","71.7","   162720",
"USW00013893","1974","64.55","1.6","71.8","   161766",
"USW00013893","1975","58.69","5.9","72.0","   168084",
"USW00013893","1976","45.51","2.1","71.3","   195660","48.3"
"USW00013893","1977","41.21","3.5","73.5","   183108",
"USW00013893","1978","63.79","7.5","71.1","   187956","55.3"
"USW00013893","1979","70.91","10.4","69.8","   177768","70.2"
"USW00013893","1980","54.44","3.6","73.1","   182256","63.3"
"USW00013893","1981","40.03","0.0","72.8","   173328","57.5"
"USW00013893","1982","68.83","6.4","71.2","   150600","59.7"
"USW00013893","1983","57.67","8.3","70.3","   162348","56.4"
"USW00013893","1984","57.26","2.5","71.7","   169466","62.2"
"USW00013893","1985","47.67","20.7","70.8",,
"USW00013893","1986","39.80","2.0","73.4",,
"USW00013893","1987","53.35","0.4","73.4",,
"USW00013893","1988","50.26","11.2","72.4",,"46.1"
"USW00013893","1989","58.92","0.7","71.0",,"47.2"
"USW00013893","1990","59.80","0.4","74.6",,
"USW00013893","1991","59.13","1.6","73.2",,
"USW00013893","1992","47.19","0.0","71.8",,
"USW00013893","1993","44.01","0.0","71.5",,
"USW00013893","1994","49.50","3.1","72.2",,
"USW00013893","1995","56.89","3.7","72.1",,
"USW00013893","1996","76.20","0.6","70.6",,
"USW00013893","1997","71.89","4.5","70.2",,
"USW00013893","1998","51.86","3.8","73.9",,
"USW00013893","1999","45.56",,"74.4",,
"USW00013893","2000","37.28",,"73.1",,
"USW00013893","2001","66.01",,"72.6",,
"USW00013893","2002","74.86",,"71.6",,
"USW00013893","2003","52.02",,"71.0",,
"USW00013893","2004","53.73",,"72.4",,
"USW00013893","2005","40.02",,"74.1",,
"USW00013893","2006","42.23",,"74.0",,
"USW00013893","2007","34.82","2.2","75.1",,
"USW00013893","2008","64.24","5.4","72.0",,
"USW00013893","2009","61.27","4.1","71.2",,
"USW00013893","2010","47.92","7.1","73.3",,
"USW00013893","2011","58.38","10.8","73.5",,
"USW00013893","2012","36.91","0.9","75.7",,
"USW00013893","2013","59.47","0.0","71.2",,
"USW00013893","2014","57.65","1.1","70.7",,
"USW00013893","2015","52.69","5.9","73.4",,
"USW00013893","2016","61.60","0.3","75.3",,
"USW00013893","2017","51.42","2.0","74.2",,
"USW00013893","2018","64.17","3.1","72.2",,
"USW00013893","2019","73.67","0.2","72.7",,
"USW00013893","2020","55.70","0.6","72.6",,
"USW00013893","2021","53.33","10.3","72.9",,
"USW00013893","2022","55.85","4.2","74.2",,
"USW00013893","2023","55.73","0.2","74.5",,
"USW00013893","2024",,,,,
"USW00024011","1948","14.94","34.0","53.8",,
"USW00024011","1949","17.31","32.4","54.0",,
"USW00024011","1950","15.93","97.4","48.5",,
"USW00024011","1951","16.68","40.4","48.5",,
"USW00024011","1952","9.32","37.2","55.3",,
"USW00024011","1953","19.24","42.6","55.8",,
"USW00024011","1954","17.65","22.5","54.8",,
"USW00024011","1955","17.49","35.2","53.6",,
"USW00024011","1956","16.90","32.4","52.9",,
"USW00024011","1957","14.17","25.1","53.7",,
"USW00024011","1958","12.62","37.9","54.8",,
"USW00024011","1959","12.38","45.3","53.3",,
"USW00024011","1960","14.07","42.5","54.7",,
"USW00024011","1961","11.16","21.5","56.3",,
"USW00024011","1962","14.94","20.7","54.7",,
"USW00024011","1963","18.00","27.8","56.4",,
"USW00024011","1964","15.44","34.5","54.0",,
"USW00024011","1965","21.56","42.4","51.1","   163230",
"USW00024011","1966","16.76","46.1","52.2",,
"USW00024011","1967","13.56","69.4","52.6","   168624",
"USW00024011","1968","19.04","35.0","52.2","   177678",
"USW00024011","1969","14.78","52.0","52.8","   167730",
"USW00024011","1970","16.96","55.8","51.8","   181146","64.4"
"USW00024011","1971","15.30","42.2","52.0","   173658","56.4"
"USW00024011","1972","15.18","45.8","50.9","   148740","72.5"
"USW00024011","1973","11.07","21.7","54.8","   174522",
"USW00024011","1974","10.70","20.6","53.6","   156702","55.3"
"USW00024011","1975","21.54","59.1","52.7","   153126","65.5"
"USW00024011","1976","11.18","28.4","57.3","   177936","60.8"
"USW00024011","1977","18.57","52.7","54.1","   158082","56.4"
"USW00024011","1978","17.01","53.5","51.1","   169116","71.4"
"USW00024011","1979","11.84","59.2","50.1","   168384","60.8"
"USW00024011","1980","16.42","30.2","55.5","   167922","68.9"
"USW00024011","1981","14.48","23.3","56.8","   156732","55.3"
"USW00024011","1982","18.11","77.9","50.2","   147684","73.6"
"USW00024011","1983","13.17","34.6","53.6","   134988","59.7"
"USW00024011","1984","14.81","72.7","53.5","   153039",
"USW00024011","1985","17.90","51.7","51.2","   155000","63.3"
"USW00024011","1986","24.30","56.6","54.3","   149913","83.9"
"USW00024011","1987","17.15","39.8","58.2","   150463","52.8"
"USW00024011","1988","10.21","49.5","57.9","   167334","56.4"
"USW00024011","1989","11.37","43.1","54.5","   164496","56.4"
"USW00024011","1990","12.70","28.3","57.7","   176349","66.7"
"USW00024011","1991","16.79","62.0","56.7","   156974","54.1"
"USW00024011","1992","12.73","48.9","55.3","   152100","58.6"
"USW00024011","1993","27.02","64.8","52.0","   141519","54.1"
"USW00024011","1994","18.98","71.5","53.7","   158388","54.1"
"USW00024011","1995","18.94","64.4","52.6","   136962","62.2"
"USW00024011","1996","20.63","103.2","50.2","   143024",
"USW00024011","1997","14.94","66.5","55.3","   156129",
"USW00024011","1998","23.73","41.4","56.3","   142859",
"USW00024011","1999","26.47","46.9","56.5","   150392",
"USW00024011","2000","23.03","50.3","55.2","   149999",
"USW00024011","2001","21.38","25.6","56.6","   162791",
"USW00024011","2002","11.35",,"55.5","   127844",
"USW00024011","2003","14.09","40.6","55.8",,
"USW00024011","2004","16.14","28.9","55.4",,
"USW00024011","2005","19.24","29.8","57.1",,
"USW00024011","2006","11.15","29.8","58.7",,
"USW00024011","2007","19.11","35.8","55.8",,
"USW00024011","2008","18.74","59.8","54.5",,
"USW00024011","2009","23.13","74.6","51.7",,
"USW00024011","2010","23.22","70.4","53.2",,
"USW00024011","2011","23.26","55.1","53.1",,
"USW00024011","2012","14.94","31.9","58.5",,
"USW00024011","2013","26.78","52.3","52.7",,
"USW00024011","2014","13.97","33.8","53.4",,
"USW00024011","2015","17.75","28.5","58.0",,
"USW00024011","2016","23.51","53.1","58.8",,
"USW00024011","2017","13.80","35.2","57.3",,
"USW00024011","2018","18.54","53.7","53.8",,
"USW00024011","2019","29.63","84.7","50.6",,
"USW00024011","2020","8.46","22.8","58.0",,
"USW00024011","2021","12.44","28.7","60.5",,
"USW00024011","2022","17.37","86.9","54.8",,
"USW00024011","2023","20.59","61.9","55.4",,
"USW00024011","2024",,,,,
"USW00014939","1948","29.50","63.9","62.3",,
"USW00014939","1949","36.64","22.6","61.6",,
"USW00014939","1950","22.88","29.0","60.3",,
"USW00014939","1951","42.19","22.9","58.5",,
"USW00014939","1952","28.30","38.5","63.1",,
"USW00014939","1953","17.57","17.0","65.4",,
"USW00014939","1954",,,,,
"USW00014939","1972",,,,,
"USW00014939","1973","39.23","33.9","61.3","   153318","64.4"
"USW00014939","1974","21.40","24.0","63.1","   180846","56.4"
"USW00014939","1975","20.36","39.6","61.6","   171984","60.8"
"USW00014939","1976","17.93","15.0","64.0","   184698","64.4"
"USW00014939","1977","33.80","27.4","63.7","   166416","68.9"
"USW00014939","1978","30.46","34.4","58.8","   164742","60.8"
"USW00014939","1979","29.19","27.2","60.1","   169308","54.1"
"USW00014939","1980","21.64","26.0","63.8","   180996","50.6"
"USW00014939","1981","25.33","18.8","64.6","   166302","62.2"
"USW00014939","1982","38.45","26.1","59.7","   141678","63.3"
"USW00014939","1983","29.41","55.4","60.7","   147006","57.5"
"USW00014939","1984","36.69","31.8","61.9","   154641","63.3"
"USW00014939","1985","30.92","27.7","60.2","   152758","83.9"
"USW00014939","1986","39.82","11.6","64.2","   155721","79.4"
"USW00014939","1987","31.70","17.2","66.1","   167010","52.8"
"USW00014939","1988","18.40","11.9","66.0","   191693","55.3"
"USW00014939","1989","23.83","20.0","63.2","   174757","57.5"
"USW00014939","1990","26.48","20.1","65.8","   173370","52.8"
"USW00014939","1991","24.83","28.8","65.3","   165110","56.4"
"USW00014939","1992","26.81","19.4","63.1",,"55.3"
"USW00014939","1993","40.02","30.4","58.7",,
"USW00014939","1994","22.57","19.8","62.6",,
"USW00014939","1995","23.94","25.8","62.3","   153600",
"USW00014939","1996","36.02",,"59.8",,
"USW00014939","1997","24.21","45.5","62.0",,
"USW00014939","1998","33.53","28.0","63.8",,
"USW00014939","1999","27.28","24.6","64.7",,
"USW00014939","2000","23.19","26.1","64.5",,
"USW00014939","2001","31.82","21.8","64.0",,
"USW00014939","2002","26.65","31.3","64.4",,
"USW00014939","2003","26.14","35.3","63.3",,
"USW00014939","2004","23.51","30.0","63.6",,
"USW00014939","2005","24.61","24.1","65.0",,
"USW00014939","2006","24.70","18.1","66.1",,
"USW00014939","2007","35.37","32.9","63.9",,
"USW00014939","2008","34.93","16.7","62.0",,
"USW00014939","2009","23.07","39.2","62.0",,
"USW00014939","2010","34.44","17.8","62.3",,
"USW00014939","2011","29.20","32.6","63.0",,
"USW00014939","2012","19.16","19.1","68.3",,
"USW00014939","2013","26.74","28.5","62.1",,
"USW00014939","2014","34.76","17.5","63.1",,
"USW00014939","2015","41.19","24.2","65.2",,
"USW00014939","2016","28.93","14.8","66.7",,
"USW00014939","2017","37.06","10.1","65.7",,
"USW00014939","2018","35.68","33.4","62.8",,
"USW00014939","2019","36.12","43.5","61.8",,
"USW00014939","2020","23.66","27.3","64.8",,
"USW00014939","2021","26.87","36.3","65.9",,
"USW00014939","2022","19.96","6.0","66.1",,
"USW00014939","2023","22.54","17.8","67.2",,
"USW00014939","2024",,,,,
"USW00024131","1940","13.80","9.7","64.4",,
"USW00024131","1941","13.85","13.7","63.1",,
"USW00024131","1942","14.51","21.6","61.1",,
"USW00024131","1943","9.94","17.5","62.7",,
"USW00024131","1944","10.46","10.1","61.1",,
"USW00024131","1945","13.46","15.6","62.0",,
"USW00024131","1946","9.89","12.2","62.6",,
"USW00024131","1947","10.11","20.8","62.8",,
"USW00024131","1948","11.93","38.8","61.1",,
"USW00024131","1949","7.44","36.4","62.4",,
"USW00024131","1950","14.00","26.2","62.3",,
"USW00024131","1951","13.73","41.4","61.4",,
"USW00024131","1952","9.25","28.7","62.4",,
"USW00024131","1953","13.82","18.9","63.5",,
"USW00024131","1954","8.19","6.8","63.7",,
"USW00024131","1955","12.22","34.6","59.9",,
"USW00024131","1956","11.83","24.8","61.8",,
"USW00024131","1957","12.60","24.8","61.3",,
"USW00024131","1958","14.35","7.9","64.4",,
"USW00024131","1959","10.05","11.3","62.6",,
"USW00024131","1960","10.98","22.2","63.4",,
"USW00024131","1961","9.20","13.9","64.2",,
"USW00024131","1962","10.70","14.8","61.9",,
"USW00024131","1963","13.28","18.8","63.8",,
"USW00024131","1964","15.79","46.5","60.0",,
"USW00024131","1965","12.54","25.8","62.5","   184212",
"USW00024131","1966","6.67","20.2","64.2","   209430",
"USW00024131","1967","7.70","17.8","64.0","   186684",
"USW00024131","1968","11.00","17.3","63.8","   177474",
"USW00024131","1969","12.33","34.8","63.5","   190842",
"USW00024131","1970","14.22","11.9","63.0",,"50.6"
"USW00024131","1971","11.87","25.7","62.2","   175890","48.3"
"USW00024131","1972","11.35","23.4","62.2","   178800","52.8"
"USW00024131","1973","11.41","21.5","64.3","   180600","63.3"
"USW00024131","1974","9.48","19.6","63.8",,"64.4"
"USW00024131","1975","13.71","25.6","61.8","   161520",
"USW00024131","1976","12.23","18.1","62.2","   196542","55.3"
"USW00024131","1977","12.23","22.8","62.6",,"56.4"
"USW00024131","1978","11.84","12.2","62.9","   170526","50.6"
"USW00024131","1979","12.11","25.2","62.5",,"47.2"
"USW00024131","1980","15.23","12.2","62.6","   166242",
"USW00024131","1981","15.30","18.7","63.9","   170874","58.6"
"USW00024131","1982","13.85","27.2","60.4","   142224","59.7"
"USW00024131","1983","18.81","31.8","62.3","   162612","58.6"
"USW00024131","1984","13.26","17.0","58.4","   157309","54.1"
"USW00024131","1985","11.17","41.7","57.9","   180605","51.7"
"USW00024131","1986","14.34","15.1","63.9","   169873","58.6"
"USW00024131","1987","8.52","4.6","65.8","   185244","71.4"
"USW00024131","1988","11.33","21.6","64.8","   199933","46.1"
"USW00024131","1989","10.48","9.2","62.7","   201531",
"USW00024131","1990","12.09","28.1","64.7","   191835","48.3"
"USW00024131","1991","9.49","6.5","63.7","   189915","49.4"
"USW00024131","1992","7.71","9.7","66.1","   196998","50.6"
"USW00024131","1993","12.79","27.2","60.3","   175925","52.8"
"USW00024131","1994","9.41","23.9","64.8","   172140","52.8"
"USW00024131","1995","14.12","14.4","64.1","   173852",
"USW00024131","1996","14.19","28.5","63.4","   185123",
"USW00024131","1997","11.11","4.4","64.3","   197081",
"USW00024131","1998","16.73","15.6","64.5","   181584",
"USW00024131","1999","8.60","18.2","64.2","   174823",
"USW00024131","2000","12.07","16.2","63.9",,
"USW00024131","2001","8.57","26.9","64.2","   161443",
"USW00024131","2002","6.98","20.5","63.6",,
"USW00024131","2003","10.14","7.9","65.9",,
"USW00024131","2004","11.48","18.3","63.8",,
"USW00024131","2005","13.56","9.1","63.5",,
"USW00024131","2006","12.10","6.7","64.9",,
"USW00024131","2007","8.13","15.0","65.9",,
"USW00024131","2008","9.24","44.9","63.5",,
"USW00024131","2009","11.35","24.0","63.1",,
"USW00024131","2010","15.05","23.0","63.8",,
"USW00024131","2011","10.54","6.7","63.5",,
"USW00024131","2012","11.63","10.8","66.9",,
"USW00024131","2013","9.59","20.4","63.3",,
"USW00024131","2014","15.52","19.6","65.0",,
"USW00024131","2015","11.00","9.3","66.4",,
"USW00024131","2016","8.74","16.9","65.6",,
"USW00024131","2017","15.39","34.9","63.6",,
"USW00024131","2018","10.69","15.3","65.4",,
"USW00024131","2019","14.56","16.9","63.9",,
"USW00024131","2020","14.55","17.6","65.5",,
"USW00024131","2021","12.26","30.2","66.7",,
"USW00024131","2022","11.65","19.6","64.1",,
"USW00024131","2023","13.82","22.5","65.5",,
"USW00024131","2024",,,,,
"USW00023042","1947","13.96","11.0","73.0",,
